question_ref,prep_test,section_number,section_label,question_number,question_label,module_id,section_id,source_item_id
PT 103 · S3 (LR) · Q11,PT 103,3,S3,11,Q11,LSAC103,LR103B-3,YC000438
PT 103 · S3 (LR) · Q12,PT 103,3,S3,12,Q12,LSAC103,LR103B-3,AK001699
PT 103 · S3 (LR) · Q13,PT 103,3,S3,13,Q13,LSAC103,LR103B-3,WA000838
PT 103 · S3 (LR) · Q14,PT 103,3,S3,14,Q14,LSAC103,LR103B-3,YC000239
PT 103 · S3 (LR) · Q15,PT 103,3,S3,15,Q15,LSAC103,LR103B-3,JC001625
PT 103 · S3 (LR) · Q16,PT 103,3,S3,16,Q16,LSAC103,LR103B-3,AK001999
PT 103 · S3 (LR) · Q17,PT 103,3,S3,17,Q17,LSAC103,LR103B-3,09974-04
PT 103 · S3 (LR) · Q18,PT 103,3,S3,18,Q18,LSAC103,LR103B-3,JC001960
PT 103 · S3 (LR) · Q19,PT 103,3,S3,19,Q19,LSAC103,LR103B-3,CD002789
PT 103 · S3 (LR) · Q20,PT 103,3,S3,20,Q20,LSAC103,LR103B-3,09963-10
PT 103 · S3 (LR) · Q21,PT 103,3,S3,21,Q21,LSAC103,LR103B-3,09543-09
PT 103 · S3 (LR) · Q22,PT 103,3,S3,22,Q22,LSAC103,LR103B-3,JC001587
PT 103 · S3 (LR) · Q23,PT 103,3,S3,23,Q23,LSAC103,LR103B-3,JC001588
PT 103 · S3 (LR) · Q24,PT 103,3,S3,24,Q24,LSAC103,LR103B-3,XG002686
PT 103 · S3 (LR) · Q25,PT 103,3,S3,25,Q25,LSAC103,LR103B-3,XG002500
PT 103 · S4 (RC) · Q1,PT 103,4,S4,1,Q1,LSAC103,RC103A-4,08736-09
PT 103 · S4 (RC) · Q2,PT 103,4,S4,2,Q2,LSAC103,RC103A-4,08736-03
PT 103 · S4 (RC) · Q3,PT 103,4,S4,3,Q3,LSAC103,RC103A-4,08736-04
PT 103 · S4 (RC) · Q4,PT 103,4,S4,4,Q4,LSAC103,RC103A-4,08736-02
PT 103 · S4 (RC) · Q5,PT 103,4,S4,5,Q5,LSAC103,RC103A-4,08736-10
PT 103 · S4 (RC) · Q6,PT 103,4,S4,6,Q6,LSAC103,RC103A-4,09637-01
PT 103 · S4 (RC) · Q7,PT 103,4,S4,7,Q7,LSAC103,RC103A-4,09637-04
PT 103 · S4 (RC) · Q8,PT 103,4,S4,8,Q8,LSAC103,RC103A-4,09637-03
PT 103 · S4 (RC) · Q9,PT 103,4,S4,9,Q9,LSAC103,RC103A-4,09637-06
PT 103 · S4 (RC) · Q10,PT 103,4,S4,10,Q10,LSAC103,RC103A-4,09637-07
PT 103 · S4 (RC) · Q11,PT 103,4,S4,11,Q11,LSAC103,RC103A-4,09637-11
PT 103 · S4 (RC) · Q12,PT 103,4,S4,12,Q12,LSAC103,RC103A-4,09637-08
PT 103 · S4 (RC) · Q13,PT 103,4,S4,13,Q13,LSAC103,RC103A-4,09637-10
PT 103 · S4 (RC) · Q14,PT 103,4,S4,14,Q14,LSAC103,RC103A-4,JR000337
PT 103 · S4 (RC) · Q15,PT 103,4,S4,15,Q15,LSAC103,RC103A-4,JR000338
PT 103 · S4 (RC) · Q16,PT 103,4,S4,16,Q16,LSAC103,RC103A-4,JR000346
PT 103 · S4 (RC) · Q17,PT 103,4,S4,17,Q17,LSAC103,RC103A-4,JR000341
PT 103 · S4 (RC) · Q18,PT 103,4,S4,18,Q18,LSAC103,RC103A-4,JR000347
PT 103 · S4 (RC) · Q19,PT 103,4,S4,19,Q19,LSAC103,RC103A-4,JR000343
PT 103 · S4 (RC) · Q20,PT 103,4,S4,20,Q20,LSAC103,RC103A-4,JR000340
PT 103 · S4 (RC) · Q21,PT 103,4,S4,21,Q21,LSAC103,RC103A-4,JR000339
PT 103 · S4 (RC) · Q22,PT 103,4,S4,22,Q22,LSAC103,RC103A-4,XC001285
PT 103 · S4 (RC) · Q23,PT 103,4,S4,23,Q23,LSAC103,RC103A-4,XC001288
PT 103 · S4 (RC) · Q24,PT 103,4,S4,24,Q24,LSAC103,RC103A-4,XC001286
PT 103 · S4 (RC) · Q25,PT 103,4,S4,25,Q25,LSAC103,RC103A-4,XC001291
PT 103 · S4 (RC) · Q26,PT 103,4,S4,26,Q26,LSAC103,RC103A-4,XC001289
PT 103 · S4 (RC) · Q27,PT 103,4,S4,27,Q27,LSAC103,RC103A-4,XC001293
PT 104 · S1 (LR) · Q1,PT 104,1,S1,1,Q1,LSAC104,LR104A-1,CD002661
PT 104 · S1 (LR) · Q2,PT 104,1,S1,2,Q2,LSAC104,LR104A-1,10134-05
PT 104 · S1 (LR) · Q3,PT 104,1,S1,3,Q3,LSAC104,LR104A-1,DL000174
PT 104 · S1 (LR) · Q4,PT 104,1,S1,4,Q4,LSAC104,LR104A-1,DL000175
PT 104 · S1 (LR) · Q5,PT 104,1,S1,5,Q5,LSAC104,LR104A-1,YC000454
PT 104 · S1 (LR) · Q6,PT 104,1,S1,6,Q6,LSAC104,LR104A-1,XG002563
PT 104 · S1 (LR) · Q7,PT 104,1,S1,7,Q7,LSAC104,LR104A-1,CD002561
PT 104 · S1 (LR) · Q8,PT 104,1,S1,8,Q8,LSAC104,LR104A-1,CD003215
PT 104 · S1 (LR) · Q9,PT 104,1,S1,9,Q9,LSAC104,LR104A-1,JC001198
PT 104 · S1 (LR) · Q10,PT 104,1,S1,10,Q10,LSAC104,LR104A-1,JC001199
PT 104 · S1 (LR) · Q11,PT 104,1,S1,11,Q11,LSAC104,LR104A-1,EY000815
PT 104 · S1 (LR) · Q12,PT 104,1,S1,12,Q12,LSAC104,LR104A-1,CD003501
PT 104 · S1 (LR) · Q13,PT 104,1,S1,13,Q13,LSAC104,LR104A-1,JC001202
PT 104 · S1 (LR) · Q14,PT 104,1,S1,14,Q14,LSAC104,LR104A-1,09552-04
PT 104 · S1 (LR) · Q15,PT 104,1,S1,15,Q15,LSAC104,LR104A-1,JC001220
PT 104 · S1 (LR) · Q16,PT 104,1,S1,16,Q16,LSAC104,LR104A-1,09423-07
PT 104 · S1 (LR) · Q17,PT 104,1,S1,17,Q17,LSAC104,LR104A-1,09754-01
PT 104 · S1 (LR) · Q18,PT 104,1,S1,18,Q18,LSAC104,LR104A-1,EY001375
PT 104 · S1 (LR) · Q19,PT 104,1,S1,19,Q19,LSAC104,LR104A-1,09106-02
PT 104 · S1 (LR) · Q20,PT 104,1,S1,20,Q20,LSAC104,LR104A-1,09608-01
PT 104 · S1 (LR) · Q21,PT 104,1,S1,21,Q21,LSAC104,LR104A-1,CD003507
PT 104 · S1 (LR) · Q22,PT 104,1,S1,22,Q22,LSAC104,LR104A-1,XG003014
PT 104 · S1 (LR) · Q23,PT 104,1,S1,23,Q23,LSAC104,LR104A-1,09659-05
PT 104 · S1 (LR) · Q24,PT 104,1,S1,24,Q24,LSAC104,LR104A-1,09550-07
PT 104 · S1 (LR) · Q25,PT 104,1,S1,25,Q25,LSAC104,LR104A-1,09963-08
PT 104 · S1 (LR) · Q26,PT 104,1,S1,26,Q26,LSAC104,LR104A-1,08379-04
PT 104 · S2 (RC) · Q1,PT 104,2,S2,1,Q1,LSAC104,RC104V-2,HN002084
PT 104 · S2 (RC) · Q2,PT 104,2,S2,2,Q2,LSAC104,RC104V-2,HN002085
PT 104 · S2 (RC) · Q3,PT 104,2,S2,3,Q3,LSAC104,RC104V-2,HN002090
PT 104 · S2 (RC) · Q4,PT 104,2,S2,4,Q4,LSAC104,RC104V-2,HN002091
PT 104 · S2 (RC) · Q5,PT 104,2,S2,5,Q5,LSAC104,RC104V-2,HN002092
PT 104 · S2 (RC) · Q6,PT 104,2,S2,6,Q6,LSAC104,RC104V-2,HN002093
PT 104 · S2 (RC) · Q7,PT 104,2,S2,7,Q7,LSAC104,RC104V-2,HN001848
PT 104 · S2 (RC) · Q8,PT 104,2,S2,8,Q8,LSAC104,RC104V-2,HN001849
PT 104 · S2 (RC) · Q9,PT 104,2,S2,9,Q9,LSAC104,RC104V-2,HN001852
PT 104 · S2 (RC) · Q10,PT 104,2,S2,10,Q10,LSAC104,RC104V-2,HN001854
PT 104 · S2 (RC) · Q11,PT 104,2,S2,11,Q11,LSAC104,RC104V-2,HN001858
PT 104 · S2 (RC) · Q12,PT 104,2,S2,12,Q12,LSAC104,RC104V-2,HN001859
PT 104 · S2 (RC) · Q13,PT 104,2,S2,13,Q13,LSAC104,RC104V-2,HN001856
PT 104 · S2 (RC) · Q14,PT 104,2,S2,14,Q14,LSAC104,RC104V-2,HN001857
PT 104 · S2 (RC) · Q15,PT 104,2,S2,15,Q15,LSAC104,RC104V-2,HN002096
PT 104 · S2 (RC) · Q16,PT 104,2,S2,16,Q16,LSAC104,RC104V-2,HN002099
PT 104 · S2 (RC) · Q17,PT 104,2,S2,17,Q17,LSAC104,RC104V-2,HN002106
PT 104 · S2 (RC) · Q18,PT 104,2,S2,18,Q18,LSAC104,RC104V-2,HN002100
PT 104 · S2 (RC) · Q19,PT 104,2,S2,19,Q19,LSAC104,RC104V-2,HN002097
PT 104 · S2 (RC) · Q20,PT 104,2,S2,20,Q20,LSAC104,RC104V-2,HN002103
PT 104 · S2 (RC) · Q21,PT 104,2,S2,21,Q21,LSAC104,RC104V-2,HN002104
PT 104 · S2 (RC) · Q22,PT 104,2,S2,22,Q22,LSAC104,RC104V-2,HN001178
PT 104 · S2 (RC) · Q23,PT 104,2,S2,23,Q23,LSAC104,RC104V-2,HN001174
PT 104 · S2 (RC) · Q24,PT 104,2,S2,24,Q24,LSAC104,RC104V-2,HN001182
PT 104 · S2 (RC) · Q25,PT 104,2,S2,25,Q25,LSAC104,RC104V-2,HN001181
PT 104 · S2 (RC) · Q26,PT 104,2,S2,26,Q26,LSAC104,RC104V-2,HN001179
PT 104 · S3 (RC) · Q1,PT 104,3,S3,1,Q1,LSAC104,RC104A-3,09437-01
PT 104 · S3 (RC) · Q2,PT 104,3,S3,2,Q2,LSAC104,RC104A-3,09437-04
PT 104 · S3 (RC) · Q3,PT 104,3,S3,3,Q3,LSAC104,RC104A-3,09437-05
PT 104 · S3 (RC) · Q4,PT 104,3,S3,4,Q4,LSAC104,RC104A-3,09437-06
PT 104 · S3 (RC) · Q5,PT 104,3,S3,5,Q5,LSAC104,RC104A-3,09437-08
PT 104 · S3 (RC) · Q6,PT 104,3,S3,6,Q6,LSAC104,RC104A-3,09437-10
PT 104 · S3 (RC) · Q7,PT 104,3,S3,7,Q7,LSAC104,RC104A-3,09437-12
PT 104 · S3 (RC) · Q8,PT 104,3,S3,8,Q8,LSAC104,RC104A-3,08787-01
PT 104 · S3 (RC) · Q9,PT 104,3,S3,9,Q9,LSAC104,RC104A-3,08787-05
PT 104 · S3 (RC) · Q10,PT 104,3,S3,10,Q10,LSAC104,RC104A-3,08787-11
PT 104 · S3 (RC) · Q11,PT 104,3,S3,11,Q11,LSAC104,RC104A-3,08787-06
PT 104 · S3 (RC) · Q12,PT 104,3,S3,12,Q12,LSAC104,RC104A-3,08787-07
PT 104 · S3 (RC) · Q13,PT 104,3,S3,13,Q13,LSAC104,RC104A-3,08787-09
PT 104 · S3 (RC) · Q14,PT 104,3,S3,14,Q14,LSAC104,RC104A-3,08787-12
PT 104 · S3 (RC) · Q15,PT 104,3,S3,15,Q15,LSAC104,RC104A-3,HN001862
PT 104 · S3 (RC) · Q16,PT 104,3,S3,16,Q16,LSAC104,RC104A-3,HN001863
PT 104 · S3 (RC) · Q17,PT 104,3,S3,17,Q17,LSAC104,RC104A-3,HN001866
PT 104 · S3 (RC) · Q18,PT 104,3,S3,18,Q18,LSAC104,RC104A-3,HN001867
PT 104 · S3 (RC) · Q19,PT 104,3,S3,19,Q19,LSAC104,RC104A-3,HN001868
PT 104 · S3 (RC) · Q20,PT 104,3,S3,20,Q20,LSAC104,RC104A-3,HN001870
PT 104 · S3 (RC) · Q21,PT 104,3,S3,21,Q21,LSAC104,RC104A-3,HN001872
PT 104 · S3 (RC) · Q22,PT 104,3,S3,22,Q22,LSAC104,RC104A-3,WA001222
PT 104 · S3 (RC) · Q23,PT 104,3,S3,23,Q23,LSAC104,RC104A-3,WA001223
PT 104 · S3 (RC) · Q24,PT 104,3,S3,24,Q24,LSAC104,RC104A-3,WA001227
PT 104 · S3 (RC) · Q25,PT 104,3,S3,25,Q25,LSAC104,RC104A-3,WA001224
PT 104 · S3 (RC) · Q26,PT 104,3,S3,26,Q26,LSAC104,RC104A-3,WA001228
PT 104 · S4 (LR) · Q1,PT 104,4,S4,1,Q1,LSAC104,LR104B-4,08830-04
PT 104 · S4 (LR) · Q2,PT 104,4,S4,2,Q2,LSAC104,LR104B-4,JC001584
PT 104 · S4 (LR) · Q3,PT 104,4,S4,3,Q3,LSAC104,LR104B-4,08378-03
PT 104 · S4 (LR) · Q4,PT 104,4,S4,4,Q4,LSAC104,LR104B-4,AK002071
PT 104 · S4 (LR) · Q5,PT 104,4,S4,5,Q5,LSAC104,LR104B-4,XG001461
PT 104 · S4 (LR) · Q6,PT 104,4,S4,6,Q6,LSAC104,LR104B-4,XG002992
PT 104 · S4 (LR) · Q7,PT 104,4,S4,7,Q7,LSAC104,LR104B-4,09079-05
PT 104 · S4 (LR) · Q8,PT 104,4,S4,8,Q8,LSAC104,LR104B-4,09318-10
PT 104 · S4 (LR) · Q9,PT 104,4,S4,9,Q9,LSAC104,LR104B-4,CD003136
PT 104 · S4 (LR) · Q10,PT 104,4,S4,10,Q10,LSAC104,LR104B-4,XG002551
PT 104 · S4 (LR) · Q11,PT 104,4,S4,11,Q11,LSAC104,LR104B-4,XG002457
PT 104 · S4 (LR) · Q12,PT 104,4,S4,12,Q12,LSAC104,LR104B-4,XG002458
PT 104 · S4 (LR) · Q13,PT 104,4,S4,13,Q13,LSAC104,LR104B-4,08925-06
PT 104 · S4 (LR) · Q14,PT 104,4,S4,14,Q14,LSAC104,LR104B-4,AK002065
PT 104 · S4 (LR) · Q15,PT 104,4,S4,15,Q15,LSAC104,LR104B-4,09554-10
PT 104 · S4 (LR) · Q16,PT 104,4,S4,16,Q16,LSAC104,LR104B-4,WI000049
PT 104 · S4 (LR) · Q17,PT 104,4,S4,17,Q17,LSAC104,LR104B-4,XG002547
PT 104 · S4 (LR) · Q18,PT 104,4,S4,18,Q18,LSAC104,LR104B-4,09357-08
PT 104 · S4 (LR) · Q19,PT 104,4,S4,19,Q19,LSAC104,LR104B-4,09868-01
PT 104 · S4 (LR) · Q20,PT 104,4,S4,20,Q20,LSAC104,LR104B-4,WA000850
PT 104 · S4 (LR) · Q21,PT 104,4,S4,21,Q21,LSAC104,LR104B-4,CD003257
PT 104 · S4 (LR) · Q22,PT 104,4,S4,22,Q22,LSAC104,LR104B-4,CD003258
PT 104 · S4 (LR) · Q23,PT 104,4,S4,23,Q23,LSAC104,LR104B-4,09552-01
PT 104 · S4 (LR) · Q24,PT 104,4,S4,24,Q24,LSAC104,LR104B-4,08829-07
PT 104 · S4 (LR) · Q25,PT 104,4,S4,25,Q25,LSAC104,LR104B-4,09528-08
PT 105 · S1 (LR) · Q1,PT 105,1,S1,1,Q1,LSAC105,LR105A-1,AK002073
PT 105 · S1 (LR) · Q2,PT 105,1,S1,2,Q2,LSAC105,LR105A-1,AK002074
PT 105 · S1 (LR) · Q3,PT 105,1,S1,3,Q3,LSAC105,LR105A-1,09318-05
PT 105 · S1 (LR) · Q4,PT 105,1,S1,4,Q4,LSAC105,LR105A-1,EY001232
PT 105 · S1 (LR) · Q5,PT 105,1,S1,5,Q5,LSAC105,LR105A-1,09950-06
PT 105 · S1 (LR) · Q6,PT 105,1,S1,6,Q6,LSAC105,LR105A-1,08570-10
PT 105 · S1 (LR) · Q7,PT 105,1,S1,7,Q7,LSAC105,LR105A-1,09657-08
PT 105 · S1 (LR) · Q8,PT 105,1,S1,8,Q8,LSAC105,LR105A-1,10287-08
PT 105 · S1 (LR) · Q9,PT 105,1,S1,9,Q9,LSAC105,LR105A-1,JC001939
PT 105 · S1 (LR) · Q10,PT 105,1,S1,10,Q10,LSAC105,LR105A-1,09657-05
PT 105 · S1 (LR) · Q11,PT 105,1,S1,11,Q11,LSAC105,LR105A-1,09963-04
PT 105 · S1 (LR) · Q12,PT 105,1,S1,12,Q12,LSAC105,LR105A-1,XG001707
PT 105 · S1 (LR) · Q13,PT 105,1,S1,13,Q13,LSAC105,LR105A-1,FC000835
PT 105 · S1 (LR) · Q14,PT 105,1,S1,14,Q14,LSAC105,LR105A-1,FC000834
PT 105 · S1 (LR) · Q15,PT 105,1,S1,15,Q15,LSAC105,LR105A-1,09552-02
PT 105 · S1 (LR) · Q16,PT 105,1,S1,16,Q16,LSAC105,LR105A-1,09403-07
PT 105 · S1 (LR) · Q17,PT 105,1,S1,17,Q17,LSAC105,LR105A-1,09553-02
PT 105 · S1 (LR) · Q18,PT 105,1,S1,18,Q18,LSAC105,LR105A-1,12383-03
PT 105 · S1 (LR) · Q19,PT 105,1,S1,19,Q19,LSAC105,LR105A-1,09999-08
PT 105 · S1 (LR) · Q20,PT 105,1,S1,20,Q20,LSAC105,LR105A-1,10108-01
PT 105 · S1 (LR) · Q21,PT 105,1,S1,21,Q21,LSAC105,LR105A-1,10001-02
PT 105 · S1 (LR) · Q22,PT 105,1,S1,22,Q22,LSAC105,LR105A-1,09267-07
PT 105 · S1 (LR) · Q23,PT 105,1,S1,23,Q23,LSAC105,LR105A-1,10000-07
PT 105 · S1 (LR) · Q24,PT 105,1,S1,24,Q24,LSAC105,LR105A-1,AK002009
PT 105 · S1 (LR) · Q25,PT 105,1,S1,25,Q25,LSAC105,LR105A-1,10288-09
PT 105 · S1 (LR) · Q26,PT 105,1,S1,26,Q26,LSAC105,LR105A-1,WI000139
PT 105 · S2 (LR) · Q1,PT 105,2,S2,1,Q1,LSAC105,LR105V-2,WI000131
PT 105 · S2 (LR) · Q2,PT 105,2,S2,2,Q2,LSAC105,LR105V-2,AK001934
PT 105 · S2 (LR) · Q3,PT 105,2,S2,3,Q3,LSAC105,LR105V-2,CD003279
PT 105 · S2 (LR) · Q4,PT 105,2,S2,4,Q4,LSAC105,LR105V-2,XG000181
PT 105 · S2 (LR) · Q5,PT 105,2,S2,5,Q5,LSAC105,LR105V-2,JC001623
PT 105 · S2 (LR) · Q6,PT 105,2,S2,6,Q6,LSAC105,LR105V-2,XG002560
PT 105 · S2 (LR) · Q7,PT 105,2,S2,7,Q7,LSAC105,LR105V-2,WA000734
PT 105 · S2 (LR) · Q8,PT 105,2,S2,8,Q8,LSAC105,LR105V-2,CD003132
PT 105 · S2 (LR) · Q9,PT 105,2,S2,9,Q9,LSAC105,LR105V-2,FC000793
PT 105 · S2 (LR) · Q10,PT 105,2,S2,10,Q10,LSAC105,LR105V-2,XG001809
PT 105 · S2 (LR) · Q11,PT 105,2,S2,11,Q11,LSAC105,LR105V-2,CD003212
PT 105 · S2 (LR) · Q12,PT 105,2,S2,12,Q12,LSAC105,LR105V-2,WI000080
PT 105 · S2 (LR) · Q13,PT 105,2,S2,13,Q13,LSAC105,LR105V-2,YC000418
PT 105 · S2 (LR) · Q14,PT 105,2,S2,14,Q14,LSAC105,LR105V-2,YC000419
PT 105 · S2 (LR) · Q15,PT 105,2,S2,15,Q15,LSAC105,LR105V-2,AK002000
PT 105 · S2 (LR) · Q16,PT 105,2,S2,16,Q16,LSAC105,LR105V-2,CD003278
PT 105 · S2 (LR) · Q17,PT 105,2,S2,17,Q17,LSAC105,LR105V-2,FB000028
PT 105 · S2 (LR) · Q18,PT 105,2,S2,18,Q18,LSAC105,LR105V-2,YC000285
PT 105 · S2 (LR) · Q19,PT 105,2,S2,19,Q19,LSAC105,LR105V-2,JC001627
PT 105 · S2 (LR) · Q20,PT 105,2,S2,20,Q20,LSAC105,LR105V-2,CD003208
PT 105 · S2 (LR) · Q21,PT 105,2,S2,21,Q21,LSAC105,LR105V-2,CD003209
PT 105 · S2 (LR) · Q22,PT 105,2,S2,22,Q22,LSAC105,LR105V-2,YC000430
PT 105 · S2 (LR) · Q23,PT 105,2,S2,23,Q23,LSAC105,LR105V-2,YC000435
PT 105 · S2 (LR) · Q24,PT 105,2,S2,24,Q24,LSAC105,LR105V-2,YC000224
PT 105 · S2 (LR) · Q25,PT 105,2,S2,25,Q25,LSAC105,LR105V-2,YC000293
PT 105 · S3 (RC) · Q1,PT 105,3,S3,1,Q1,LSAC105,RC105A-3,AM001141
PT 105 · S3 (RC) · Q2,PT 105,3,S3,2,Q2,LSAC105,RC105A-3,AM001143
PT 105 · S3 (RC) · Q3,PT 105,3,S3,3,Q3,LSAC105,RC105A-3,AM001144
PT 105 · S3 (RC) · Q4,PT 105,3,S3,4,Q4,LSAC105,RC105A-3,AM001146
PT 105 · S3 (RC) · Q5,PT 105,3,S3,5,Q5,LSAC105,RC105A-3,AM001142
PT 105 · S3 (RC) · Q6,PT 105,3,S3,6,Q6,LSAC105,RC105A-3,AM001150
PT 105 · S3 (RC) · Q7,PT 105,3,S3,7,Q7,LSAC105,RC105A-3,AM001152
PT 105 · S3 (RC) · Q8,PT 105,3,S3,8,Q8,LSAC105,RC105A-3,09518-01
PT 105 · S3 (RC) · Q9,PT 105,3,S3,9,Q9,LSAC105,RC105A-3,09518-03
PT 105 · S3 (RC) · Q10,PT 105,3,S3,10,Q10,LSAC105,RC105A-3,09518-05
PT 105 · S3 (RC) · Q11,PT 105,3,S3,11,Q11,LSAC105,RC105A-3,09518-04
PT 105 · S3 (RC) · Q12,PT 105,3,S3,12,Q12,LSAC105,RC105A-3,09518-08
PT 105 · S3 (RC) · Q13,PT 105,3,S3,13,Q13,LSAC105,RC105A-3,09518-07
PT 105 · S3 (RC) · Q14,PT 105,3,S3,14,Q14,LSAC105,RC105A-3,09518-11
PT 105 · S3 (RC) · Q15,PT 105,3,S3,15,Q15,LSAC105,RC105A-3,09169-01
PT 105 · S3 (RC) · Q16,PT 105,3,S3,16,Q16,LSAC105,RC105A-3,09169-03
PT 105 · S3 (RC) · Q17,PT 105,3,S3,17,Q17,LSAC105,RC105A-3,09169-02
PT 105 · S3 (RC) · Q18,PT 105,3,S3,18,Q18,LSAC105,RC105A-3,09169-08
PT 105 · S3 (RC) · Q19,PT 105,3,S3,19,Q19,LSAC105,RC105A-3,09169-07
PT 105 · S3 (RC) · Q20,PT 105,3,S3,20,Q20,LSAC105,RC105A-3,09169-09
PT 105 · S3 (RC) · Q21,PT 105,3,S3,21,Q21,LSAC105,RC105A-3,09169-12
PT 105 · S3 (RC) · Q22,PT 105,3,S3,22,Q22,LSAC105,RC105A-3,HN001836
PT 105 · S3 (RC) · Q23,PT 105,3,S3,23,Q23,LSAC105,RC105A-3,HN001838
PT 105 · S3 (RC) · Q24,PT 105,3,S3,24,Q24,LSAC105,RC105A-3,HN001842
PT 105 · S3 (RC) · Q25,PT 105,3,S3,25,Q25,LSAC105,RC105A-3,HN001845
PT 105 · S3 (RC) · Q26,PT 105,3,S3,26,Q26,LSAC105,RC105A-3,HN001844
PT 105 · S4 (LR) · Q1,PT 105,4,S4,1,Q1,LSAC105,LR105B-4,CD003274
PT 105 · S4 (LR) · Q2,PT 105,4,S4,2,Q2,LSAC105,LR105B-4,09644-10
PT 105 · S4 (LR) · Q3,PT 105,4,S4,3,Q3,LSAC105,LR105B-4,10917-08
PT 105 · S4 (LR) · Q4,PT 105,4,S4,4,Q4,LSAC105,LR105B-4,08964-08
PT 105 · S4 (LR) · Q5,PT 105,4,S4,5,Q5,LSAC105,LR105B-4,09425-09
PT 105 · S4 (LR) · Q6,PT 105,4,S4,6,Q6,LSAC105,LR105B-4,AK002097
PT 105 · S4 (LR) · Q7,PT 105,4,S4,7,Q7,LSAC105,LR105B-4,AK002098
PT 105 · S4 (LR) · Q8,PT 105,4,S4,8,Q8,LSAC105,LR105B-4,09309-03
PT 105 · S4 (LR) · Q9,PT 105,4,S4,9,Q9,LSAC105,LR105B-4,SC000526
PT 105 · S4 (LR) · Q10,PT 105,4,S4,10,Q10,LSAC105,LR105B-4,09343-04
PT 105 · S4 (LR) · Q11,PT 105,4,S4,11,Q11,LSAC105,LR105B-4,EF000116
PT 105 · S4 (LR) · Q12,PT 105,4,S4,12,Q12,LSAC105,LR105B-4,10462-03
PT 105 · S4 (LR) · Q13,PT 105,4,S4,13,Q13,LSAC105,LR105B-4,09255-05
PT 105 · S4 (LR) · Q14,PT 105,4,S4,14,Q14,LSAC105,LR105B-4,09553-09
PT 105 · S4 (LR) · Q15,PT 105,4,S4,15,Q15,LSAC105,LR105B-4,09551-02
PT 105 · S4 (LR) · Q16,PT 105,4,S4,16,Q16,LSAC105,LR105B-4,FC000867
PT 105 · S4 (LR) · Q17,PT 105,4,S4,17,Q17,LSAC105,LR105B-4,08375-04
PT 105 · S4 (LR) · Q18,PT 105,4,S4,18,Q18,LSAC105,LR105B-4,09607-08
PT 105 · S4 (LR) · Q19,PT 105,4,S4,19,Q19,LSAC105,LR105B-4,10108-06
PT 105 · S4 (LR) · Q20,PT 105,4,S4,20,Q20,LSAC105,LR105B-4,CD002553
PT 105 · S4 (LR) · Q21,PT 105,4,S4,21,Q21,LSAC105,LR105B-4,10876-04
PT 105 · S4 (LR) · Q22,PT 105,4,S4,22,Q22,LSAC105,LR105B-4,10876-01
PT 105 · S4 (LR) · Q23,PT 105,4,S4,23,Q23,LSAC105,LR105B-4,JC001624
PT 105 · S4 (LR) · Q24,PT 105,4,S4,24,Q24,LSAC105,LR105B-4,10033-03
PT 105 · S4 (LR) · Q25,PT 105,4,S4,25,Q25,LSAC105,LR105B-4,CD003122
PT 106 · S1 (LR) · Q1,PT 106,1,S1,1,Q1,LSAC106,LR106A-1,09831-06
PT 106 · S1 (LR) · Q2,PT 106,1,S1,2,Q2,LSAC106,LR106A-1,CD003253
PT 106 · S1 (LR) · Q3,PT 106,1,S1,3,Q3,LSAC106,LR106A-1,09105-07
PT 106 · S1 (LR) · Q4,PT 106,1,S1,4,Q4,LSAC106,LR106A-1,CD003527
PT 106 · S1 (LR) · Q5,PT 106,1,S1,5,Q5,LSAC106,LR106A-1,AK001721
PT 106 · S1 (LR) · Q6,PT 106,1,S1,6,Q6,LSAC106,LR106A-1,CD003514
PT 106 · S1 (LR) · Q7,PT 106,1,S1,7,Q7,LSAC106,LR106A-1,CD003515
PT 106 · S1 (LR) · Q8,PT 106,1,S1,8,Q8,LSAC106,LR106A-1,FW001110
PT 106 · S1 (LR) · Q9,PT 106,1,S1,9,Q9,LSAC106,LR106A-1,09318-07
PT 106 · S1 (LR) · Q10,PT 106,1,S1,10,Q10,LSAC106,LR106A-1,09266-06
PT 106 · S1 (LR) · Q11,PT 106,1,S1,11,Q11,LSAC106,LR106A-1,09546-02
PT 106 · S1 (LR) · Q12,PT 106,1,S1,12,Q12,LSAC106,LR106A-1,FC000479
PT 106 · S1 (LR) · Q13,PT 106,1,S1,13,Q13,LSAC106,LR106A-1,FC000480
PT 106 · S1 (LR) · Q14,PT 106,1,S1,14,Q14,LSAC106,LR106A-1,CD003273
PT 106 · S1 (LR) · Q15,PT 106,1,S1,15,Q15,LSAC106,LR106A-1,WE000011
PT 106 · S1 (LR) · Q16,PT 106,1,S1,16,Q16,LSAC106,LR106A-1,XG002265
PT 106 · S1 (LR) · Q17,PT 106,1,S1,17,Q17,LSAC106,LR106A-1,09954-10
PT 106 · S1 (LR) · Q18,PT 106,1,S1,18,Q18,LSAC106,LR106A-1,08610-04
PT 106 · S1 (LR) · Q19,PT 106,1,S1,19,Q19,LSAC106,LR106A-1,09274-07
PT 106 · S1 (LR) · Q20,PT 106,1,S1,20,Q20,LSAC106,LR106A-1,08603-02
PT 106 · S1 (LR) · Q21,PT 106,1,S1,21,Q21,LSAC106,LR106A-1,09608-08
